33378,91984,82980,70355,95982,16786
21947,77794,6563,65794,21457,33447
33381,27360,34777,55323,41187,13986
66150,46742,142,62085,85450,19866
33384,77875,35560,28479,53892,3792
54716,18953,84159,34983,64692,30494
66155,46669,74579,82375,33578,6035
98924,88314,5587,40081,52521,53191
66160,25006,18711,96518,76718,6766
98929,50832,68429,74784,19119,59984
66162,13659,54825,67177,72359,92818
98931,68614,97647,21442,77645,11313
66165,77205,5413,82881,21982,59252
33400,78405,48581,7567,29170,17307
33402,40702,50462,58195,5160,6578
98939,43539,3933,3323,23570,74140
66172,51592,19770,97551,39396,29683
33406,92027,1708,68850,36076,78322
33407,62164,26518,80449,15899,78236
38336,26180,43299,6832,73379,33439
33411,45152,17334,44277,37972,88008
98948,84460,65679,80624,46442,50596
33413,37993,67619,99867,49625,23028
33416,31762,85817,74779,36185,53698
33417,54172,11851,63816,64948,80916
98954,52842,15139,38825,65793,89873
98955,98215,33434,80758,22280,45173
96041,53057,94501,69204,83201,31847
33428,85939,1651,82227,4641,9472
33431,5333,31400,58132,94860,50783
33432,96675,95051,77612,16964,32108
66209,91723,98516,41816,42045,62698
33443,55079,64776,25238,83529,38752
33446,77095,30136,48804,91465,58549
66216,12663,76720,47109,33523,74006
33449,61093,4872,85909,86891,45847
98989,90361,69052,55550,12564,86301
33455,31651,98076,18571,4218,29526
33459,65803,17868,38238,92560,36499
11038,51847,61392,3412,14928,83465
33464,17580,39869,13510,66165,69017
66234,74640,38617,25967,70472,96012
99003,63638,8158,10281,68887,80826
66237,19087,16209,79026,75378,22648
60192,99905,48487,46529,11843,80602
99010,32443,89068,22786,78717,89027
66247,49972,17713,57268,79322,64775
33481,25075,20035,91925,84544,42298
16503,3619,42646,44248,91896,21600
33484,81467,19103,50518,79199,68330
66253,59126,68428,68788,17790,34410
66254,65042,44379,86659,96982,59674
66257,60888,49329,48265,98085,58967
66258,23268,99390,38595,85037,10092
33492,72302,58227,79162,58387,97522
99032,41447,47930,84416,85979,83407
66267,40168,78896,41394,13519,5205
33502,50198,61856,77745,70149,79256
33511,18696,70594,81611,81173,25060
66281,19707,40137,77889,7309,56410
76583,84478,72929,60117,79031,65697
99056,10388,22083,98564,94704,47362
99060,89803,89622,93153,1034,11427
33527,47752,85839,23758,53545,11133
33530,56472,71587,80765,9927,91681
66302,20916,79286,49336,90723,30402
66305,27249,11312,40572,33431,99510
33545,56462,52308,49922,7075,69342
33549,85,15011,54949,44216,44943
99087,20672,1909,37497,67819,39763
99088,32327,51294,99945,89543,6760
99090,1249,68947,18062,31283,77825
33555,56898,27427,57925,78407,77094
54745,23960,400,1752,52856,7381
99099,50572,82680,97064,67305,45015
66332,91534,68177,48345,5366,79337
99101,70750,58476,17686,43270,98276
66338,10168,46197,66594,62753,63616
99107,31268,75965,89707,4980,52818
99117,48587,87905,8607,58204,85888
99119,34663,17131,11504,71287,87536
33585,44046,89938,40899,63711,57686
66355,77409,63953,3770,70226,25507
33594,63292,84978,69817,11402,59318
66363,45788,57774,67371,89644,36085
99134,94473,34718,20994,71594,26807
66367,52384,21569,56009,43231,76914
98443,51955,97314,11626,40159,28930
66372,35731,99725,17670,2618,99658
99143,15075,4043,56262,79686,70141
33609,78439,90952,10069,89696,33315
66378,55361,84090,45660,48689,46816
33611,57362,92810,28533,11274,7746
66398,52531,19134,23106,99532,27273
33631,70899,29348,60219,48527,64147
66400,67070,75920,41444,45502,38547
66404,29973,83715,39400,27735,74258
66405,1619,9577,52611,57330,77784
33638,31376,45427,5770,78064,63488
33641,80030,68834,92881,92172,93425
33645,48147,88698,26834,58444,71971
99183,18513,72396,73437,60581,60684
66421,32240,69680,84542,50235,96136
99190,27307,30976,15464,63944,9547
65684,3814,7173,5951,1905,10574
66430,58769,67710,17204,19293,64906
99199,66509,70517,9553,33559,44838
33665,8401,28387,40096,52668,49672
99202,80601,92572,41008,71702,52417
33667,14562,78251,20345,73599,60947
33673,15505,54222,55573,80610,54878
66443,16453,78571,17842,19017,26557
33677,97019,15946,35669,25667,87176
99214,68326,62064,54911,49677,20650
99219,36280,30966,47198,16700,60057
33684,83547,69095,28969,41891,52383
99221,45913,72572,63015,12367,22138
33686,82312,22456,62394,49616,13496
99225,65474,45700,68159,87997,84631
66460,76499,1980,34686,56698,58102
76613,11854,50679,2066,5129,37372
33697,59504,65400,67994,39954,19332
99235,29564,57907,24381,50029,91803
66468,59129,96748,13439,62205,32917
33702,13073,71067,28057,40755,23843
66471,54565,49905,87167,38872,2566
66482,51698,94888,30528,57887,90283
66484,96647,33653,82306,76194,72689
99253,40227,24276,95670,81571,45626
33724,75991,41058,91947,61667,30653
99264,73892,24157,19008,83635,37370
99269,65185,90141,78712,22367,55517
66503,6013,97667,84813,81863,61081
15282,43920,7733,44489,74491,88354
33739,67091,47074,33922,51239,66824
33740,3951,4589,40619,33961,58290
66515,6814,74747,25203,7603,10843
66516,77509,85245,48114,66468,42750
99288,39835,47490,19700,52712,34004
33758,94284,36599,33889,88840,93875
99303,20252,78569,64824,30978,61868
66537,47360,33376,11868,98415,16851
33773,76519,69205,40861,61061,93054
66546,93490,71003,96482,34524,15770
66547,99221,17525,14162,69282,63420
99321,48702,26460,29864,18407,53980
66556,52630,48096,31375,77860,83638
33790,80517,88460,37383,63119,38080
66567,53131,83025,71105,33963,96021
99339,48263,92022,21583,94216,65770
99341,78065,50967,36767,30437,2875
66579,82687,86761,12754,39004,25341
66580,45867,45458,87305,75503,1454
66581,26435,34582,72512,18127,24446
33818,90748,22626,37091,44034,50220
99356,32754,84154,4737,50348,67772
66590,16887,49476,3636,27383,14841
66599,41390,22270,14790,48868,66059
99370,80865,12350,49607,70742,12791
66603,85240,39378,65978,82383,51631
33838,3126,54654,59701,98148,15288
99375,60796,16748,79152,54515,66272
66610,80376,10154,60028,8328,100000
99380,97717,36170,40880,85869,28310
27486,95326,6861,7508,22301,47663
33846,88743,54622,20932,26861,92545
99386,76726,97373,4740,76691,52709
66619,7221,98496,7123,38656,33018
33854,69778,95662,41348,21021,49474
99391,63494,89638,81028,30739,16119
99393,9165,67729,52267,12170,90905
33859,48972,47683,19384,48971,97261
66628,69483,19349,92127,37751,95015
65718,23819,40324,83199,33247,72782
66630,80632,30074,28079,51119,89231
65719,65914,24973,66136,42887,25637
33869,26928,10252,96177,95661,66952
99406,74881,65417,98123,3518,93032
33878,81434,83812,81660,1945,95238
99415,56104,24304,64832,57446,3887
66648,17215,90802,63200,25610,63212
66655,96438,41895,22267,31040,58200
99428,27010,372,51179,26349,49232
33894,38809,28301,81309,13317,83367
33895,89494,35521,41872,14527,18938
99432,93134,5807,97631,27958,78858
33901,94275,39296,94759,39009,98968
99438,18145,13054,10715,67683,53508
33907,78491,58283,45249,52735,37932
33910,33415,80060,17205,75810,78601
11113,83500,20091,26015,22168,92619
98495,65858,30376,50326,26991,38920
99455,87392,6739,2881,58203,30068
99456,43023,8045,52088,39246,85060
33923,40881,38240,49197,66314,31059
99460,89320,33701,33225,62619,91750
33927,69335,89896,11623,74185,53370
66696,78553,70289,66562,66729,31469
99467,61876,23334,1631,45799,4668
33932,85333,70946,40802,24486,92540
66702,34192,26816,20545,61080,9209
66704,15911,53013,75526,86773,68186
66705,50000,63752,28692,88787,13190
49347,91679,4860,25179,75571,41354
99478,25338,77335,87197,34939,24344
66713,3357,21977,85140,6606,95008
66715,73312,37747,4580,82695,63404
66717,88752,24843,58977,20630,76848
33951,30614,1581,56699,72269,77637
33952,51362,51237,57044,7994,48761
33954,81205,98320,11957,86518,42384
33959,33156,83667,88318,55053,78280
66728,37652,58741,84746,11551,58502
66729,29322,60405,11999,85777,14428
99498,63030,46146,10071,64478,82037
33963,74609,31099,12190,81,74373
66732,86524,37053,18871,10197,2888
66736,11467,39245,57698,88132,84558
33969,37356,71073,92749,9162,15681
66740,73209,17034,15214,6171,1049
33987,94935,65972,3947,22125,73217
33989,76629,20483,2462,90463,90336
66760,11210,58865,97807,5426,25180
99530,70783,36982,3967,82529,30589
33998,33755,81645,25808,29731,13747
66770,52321,57423,18243,96844,53330
34009,88620,33397,33403,88336,76199
34010,62237,59411,45706,65508,15989
34014,75742,95778,77366,6976,63327
99552,91067,97401,74352,59012,22982
99553,31024,22959,15665,37594,7127
99554,31647,55923,63617,42875,28613
34020,95442,45355,5237,77367,5747
34021,22555,61530,7336,69938,74466
99572,74183,41460,16735,80015,62903
66808,44037,22938,13738,57252,33900
27519,36457,39170,45032,6931,25899
99580,87811,60434,30788,67652,98687
99582,75855,81871,71396,55673,43953
99588,23954,72059,20321,56295,7427
34058,94499,30378,28328,97362,98126
34059,70197,60467,65410,80712,34852
34061,35990,62474,44242,28725,77253
66843,45541,9886,18052,67397,88395
66848,74600,4699,40789,75575,36677
99618,41686,53513,25921,84805,91319
66851,68214,49357,96662,75207,48449
99625,12231,2793,22082,52442,92785
99627,77554,42587,90081,27559,51586
34092,462,25866,49800,13801,14870
66861,71075,59911,81365,9284,10015
99631,39788,80756,98019,8758,20514
99632,65075,86461,53321,3646,76537
99633,59416,15363,98797,28791,70925
66866,69628,20926,65406,14470,84035
99636,6963,63355,69972,59603,27224
99639,60692,24760,76639,28527,29498
99640,50715,13291,41142,80445,55511
34114,57789,11691,14138,33619,33744
34115,33641,20222,29102,72313,57269
32993,74008,21209,36742,60066,81272
66893,38115,1133,75966,20775,74853
99665,68873,22918,34347,93094,71555
66899,75886,55218,44014,86164,63137
99669,79205,24898,93968,65061,58216
99670,66230,49721,11588,68158,82908
66907,39716,36798,95160,72264,82993
99679,75038,38053,11177,40468,12357
34144,62005,72167,56211,27832,28775
54843,85895,78088,99057,43137,69656
34150,75857,25387,17709,41922,65912
99687,27184,2079,6048,14989,82317
34152,47447,68749,84473,51583,49468
22076,41134,3517,57853,93671,32580
66927,81896,36890,50994,88858,36631
66928,15641,6059,23890,18509,31431
99699,30988,56911,21115,52713,3222
33001,24635,51730,18173,12520,71678
61150,70726,39346,67260,28683,45740
99715,89148,57565,63898,11145,17510
99723,19680,14920,92622,92608,51572
66958,20841,60587,41728,37832,17874
34192,35694,66416,87820,8714,43821
34196,1885,90867,37721,55733,90647
99734,96331,76819,29672,32674,95711
66969,84206,8323,74708,91748,97439
66972,20830,66705,56287,72519,74989
99747,55043,61047,14538,71121,417
34217,89856,74480,6798,32051,71618
66991,95067,56691,44981,6742,17561
99762,4859,54081,12679,99812,4356
99764,70211,56565,90880,39953,98839
99767,63260,12140,74561,93283,55834
34233,96750,73020,61965,84838,56834
34236,69012,71950,85148,9441,39031
99775,34739,5529,33297,16704,24463
99781,8704,67774,87364,46159,31155
67020,33656,76941,91378,58232,90485
99789,40363,51259,75999,26096,62224
54861,70809,68646,6925,64033,18141
34257,32707,62931,23125,91831,58963
99796,2018,74267,12213,17355,16624
67032,11785,28338,15239,18810,10845
34271,12100,19080,69311,55537,89978
99808,48632,28732,330,17291,83908
99809,65792,55683,1615,41639,62598
34274,44793,40162,80470,75210,7289
34288,79040,29814,26179,6387,33270
67062,54111,26154,80336,10254,1683
60329,88569,50017,4531,53260,82076
99833,80364,51494,55556,43480,8013
99835,42267,59813,36966,24516,89354
34300,80301,16460,57856,55313,7711
67069,80397,57048,49060,8011,26418
67074,2294,22752,93155,27790,36441
99854,20426,49012,73167,75070,81519
34319,17660,23137,55795,10080,23135
99856,20446,8634,78198,21529,44875
67091,94924,22679,13823,89256,74273
99861,98816,96680,24342,51617,97830
99862,66516,95138,56852,14265,6178
82180,88406,28215,54700,73304,88243
67098,3038,83616,67631,84861,66737
99867,70816,93247,32232,86535,45113
99870,93187,20686,85796,2557,74642
99872,43212,97808,86934,84675,62003
67109,42110,79124,7039,34989,35562
67110,83506,39172,42227,32575,35228
67115,78181,89725,93370,17967,41521
67116,44953,51057,85087,35505,43768
67117,75877,81021,31149,59634,49979
67118,62917,378,44989,21990,85659
34354,81197,71198,88249,78889,59147
43955,98929,75809,31685,40418,78374
67124,56838,20074,72304,68750,49277
67125,19477,80723,93813,58673,80919
67128,112,79239,34527,60317,22999
67129,66162,32226,44225,37629,43781
67132,16057,92316,76816,70265,77793
67136,47113,70438,72548,91747,72092
34369,58566,37611,88888,58410,4367
99906,5877,26866,89888,2669,78680
67140,39335,45167,13295,71516,59865
34377,26334,47819,10908,44634,75064
34378,67698,47901,66159,52887,59297
33038,26385,21170,12271,91045,43390
67162,93985,31715,89237,69242,46756
99931,20166,35457,61646,61444,2901
99936,92630,65470,42489,74464,31956
67169,67196,36450,53188,18558,34987
67171,99415,66934,18362,91407,36713
34405,27180,63773,21532,41992,57483
67174,99516,99495,89477,49338,3773
34410,27193,92448,89960,53559,75065
34411,68501,95782,66868,3631,78993
98578,8062,62700,73102,90149,48694
99950,29180,94639,15108,62693,93993
27581,94553,34207,79773,10079,10987
34416,6751,31555,83961,41237,66307
67189,18195,25139,67173,43855,70177
71273,17849,75455,45092,16214,96659
67198,65206,35679,3511,86268,22372
34431,15996,55055,55868,15376,88588
34432,55487,92000,31012,42328,58045
99972,65568,56306,70671,35006,87577
34439,11141,65,6841,59602,36602
67211,91274,36579,36817,29921,39474
34444,63915,72444,65974,47201,80649
99985,4606,30751,80852,41174,826
99986,78042,13376,19205,41122,29877
34453,93826,33751,24328,46982,45031
34455,42603,2991,42082,14065,72224
99992,15337,96497,82031,88930,82930
34463,91711,12173,29825,16170,37719
19697,12070,89501,20450,66984,77242
34479,50885,70916,93768,57968,65332
34480,68752,46901,46357,26607,64028
60361,57715,55032,90216,71328,84651
34488,1189,92078,58739,67821,66831
34489,35703,35049,83926,9059,80745
67264,93426,26150,73412,60236,51941
67275,80268,57186,97835,54796,58694
67287,99230,8125,5155,28887,87797
34522,27575,64516,90233,88931,40810
34524,24316,66589,39961,55162,89245
67294,24169,81548,48098,16694,31885
67295,58646,24936,59632,78284,21146
87349,5253,11471,38311,47462,64749
67305,46966,2935,67780,10850,93222
67306,63526,80246,47786,34156,18021
33063,45758,61924,64838,23395,24744
34541,33817,65444,86376,51218,92318
60371,91199,42963,48341,98208,65756
34548,32996,19362,90775,26152,45351
34553,95375,44355,23776,85321,74988
34556,32953,14859,10635,99054,92678
34565,66216,47661,77033,40801,43367
67335,85968,42829,80447,12179,59371
34569,97911,21025,27670,88943,82686
67341,85608,27020,23996,37669,1862
34576,14710,62829,46170,7806,75336
67345,68651,36080,27649,99636,41506
67349,9181,39193,3445,55767,30555
67353,49708,4320,13206,26109,12342
34589,96711,42062,33777,83518,43975
67361,9319,66293,67857,56669,31898
34596,71113,94470,18848,71562,67865
34598,60282,21452,67006,71626,34130
34607,94800,28859,53583,1176,85389
34611,88242,60144,43318,47509,27275
34614,25980,96616,95943,15576,80157
16692,74895,36410,48734,12975,59609
34623,46354,29768,92060,89261,28120
67398,47390,84679,2579,1455,68741
16696,58181,77788,53880,27739,13800
67412,86749,9278,56908,15354,63042
67413,20475,5986,99277,11654,74317
67416,86372,39216,70851,96991,62588
34649,74220,39329,69004,43485,36208
67419,40739,44556,24232,99078,60997
67421,48940,91618,66795,63586,18205
67423,13313,14606,46331,47029,25152
94991,94028,21074,73455,35508,54336
34662,50812,9423,28327,29456,78797
34665,71027,6155,28280,16502,23953
67436,9482,67496,45576,47951,45785
34670,18978,53302,69274,41942,25305
67440,72806,91753,71596,29879,57880
34673,35072,65948,5489,48149,3853
67442,50317,69572,4473,33493,11220
34675,34571,55100,34433,34221,54658
67455,59300,31477,1900,26256,97099
34690,96467,3688,36916,64885,69244
67464,66353,59513,35017,36157,70074
34697,34372,46933,54667,63412,80001
34698,58923,19704,20634,66907,61922
67467,48655,58251,48739,38987,38945
16706,46176,65723,83116,40370,7027
67475,77373,89414,51932,71970,58320
34714,36282,39195,51868,68767,64638
67484,54460,15072,20953,60372,11917
34717,49151,58472,30656,17136,33740
34721,31655,9645,61970,67284,45491
34723,73913,87890,56864,42139,41023
34725,71336,63817,47015,67149,45936
67495,84920,42510,41920,5788,17634
67502,36672,97293,32602,61505,75906
34736,98933,96739,63678,47889,28549
67505,52117,1921,25356,4523,34771
67507,78207,69906,87316,55193,90001
34741,75945,53186,45098,99505,76272
34743,39484,66503,34652,28220,53253
34746,85534,6535,56807,22479,61431
67518,62911,46710,8001,71834,10156
11253,91693,14796,25848,37920,18547
87712,78576,63385,49178,35462,46702
34763,56329,23701,18973,9005,78941
34765,24181,63476,56536,3269,26681
34768,21926,311,90579,44433,29961
76792,74910,34144,97944,53924,86024
34777,27576,1914,65425,4245,47751
67551,80465,56992,48954,40784,69033
67555,16022,34135,65891,95684,32620
34795,78568,42175,39030,85042,81731
27645,52780,51747,28316,17641,96320
67579,16670,32136,86046,60207,99876
67580,54972,93947,10496,58606,63975
22186,20867,2438,34108,80588,14955
49493,87290,16402,30483,37304,15661
67586,74321,48919,86066,90199,94772
34823,56357,83189,98421,62884,19296
67595,11637,81383,87880,19983,11044
67598,3760,5672,76338,35100,18712
67599,19910,94375,91862,43840,14308
83408,86238,12633,87687,84584,77650
34835,48560,94837,38110,75341,11373
34839,73835,4910,86867,96233,65640
54959,61363,61634,89947,49170,17153
34844,63861,89848,97215,96604,13401
67613,73194,76112,38097,47271,52378
34849,57946,11489,27502,30983,36183
67621,13624,39814,25477,27282,26886
34854,4281,90182,52120,20939,70199
38577,21294,54765,35627,41548,60199
34859,56224,92389,17278,91744,66988
34860,76298,95251,80954,14848,70387
67633,22132,37492,65843,22564,98572
34867,67367,66347,9007,32518,10509
34869,29113,14568,55524,43250,55319
34870,32758,50266,45364,12346,47051
34872,56767,70526,87987,48108,38199
67653,82633,21260,66690,52258,46911
34886,32640,53358,16150,7799,97824
34887,57360,50145,89715,35565,57249
67656,83763,40422,60876,96250,37401
94999,28858,59457,90924,86885,11985
67667,58767,34615,25129,51991,22767
34900,8854,87244,78684,85476,24193
67672,59887,98308,61228,96317,1935
34911,18212,80363,88534,72885,93258
34913,58246,67612,51103,67445,50332
54971,21698,77069,89743,36642,19166
34922,38389,92033,95975,38214,3133
67691,3566,87787,80282,92028,59235
63954,42216,38203,65848,71615,80673
34928,52576,28669,85654,27702,4881
49513,30638,58761,13003,50736,7692
67704,68349,39186,38697,25079,85151
34939,21295,99285,57490,13075,96064
34941,25931,54577,62691,41882,75921
67713,76354,6030,36035,43265,24863
67719,53977,23817,51828,80509,90786
34953,33932,37525,97481,21884,98143
54980,28058,44360,36947,94325,87859
34970,16137,6984,85047,72310,2682
34975,55312,47245,1733,92886,23815
67750,63683,32788,88575,25216,73401
34985,60338,93029,29549,55823,65651
22217,60084,80023,51915,79001,81346
67775,5631,40367,76219,30319,37027
67777,13961,50647,69053,33804,98994
67791,74394,9608,47292,98441,97987
67795,36963,46180,36236,29435,71849
54990,27817,79949,12788,86620,69516
67801,74137,36707,6380,37933,9660
35034,84532,66218,93382,83960,19341
35037,68410,54829,85908,37500,46555
35040,76103,53724,21791,83883,56659
67812,49931,42991,28470,24988,36097
67814,29255,85620,780,25046,5494
71379,94641,89398,7559,23903,98377
38612,53838,65300,78841,57377,61078
27690,56278,89426,33453,6009,27287
67846,86826,18031,96988,65667,57090
67848,7996,75430,48832,50840,89640
35088,3781,48049,48618,7997,91574
67859,39200,16676,49184,13814,59744
35093,72079,46046,88993,90369,56505
67870,68777,97743,68504,78749,11581
22235,26368,21536,69731,87182,81240
67879,76789,5676,74094,77733,99395
67891,23955,69149,30339,81809,68759
67895,9018,67159,29751,21927,56298
67901,9867,47151,23825,2894,67011
35134,80773,65237,56496,6152,3295
60469,86246,53574,24527,25056,41038
35144,30161,69241,24362,24652,8058
35147,31146,40999,75179,17129,92793
35150,88491,97659,31260,42972,39308
35155,23553,62585,72414,84695,75358
35158,24001,48768,83152,74124,5648
67931,64959,54951,80876,18911,80800
35165,2123,83102,42961,59255,74365
67934,98865,74684,1703,920,91922
35167,99732,55421,83785,78092,33678
35170,9936,45372,38867,89274,60393
35173,50103,96084,98587,16019,23202
67949,84894,98661,10632,37527,70066
35182,78782,37043,15551,45625,89167
35196,82810,13542,22651,10053,6182
35198,52501,50363,48941,6838,53077
35199,43093,98769,77127,45840,82722
35204,53449,79652,54346,73921,94601
67977,78630,16790,83765,82156,44286
67978,45601,66850,8512,33110,77913
67984,37742,72426,21550,62795,13598
35227,73849,14549,86977,9939,66244
68000,19081,72742,8781,41442,1063
35237,25409,49948,67237,69435,93942
33180,44022,29861,29324,55699,54872
68010,61847,6362,50893,6965,16738
35249,54238,82798,96178,88483,72866
68019,42802,14840,65989,57209,91458
68020,83217,62319,33196,84952,40341
35256,11809,99749,2196,32104,91159
16165,65352,83833,36210,71606,93617
35263,76185,71149,93038,73370,2798
35272,37979,77736,13000,24473,21523
35277,19880,15002,70656,98502,79771
68046,40042,11714,17403,54764,55719
35279,6682,71793,57146,44251,41861
68050,85800,21365,72909,99774,53769
35284,74499,76584,46626,20501,35210
68057,12661,2071,86994,67345,72852
68063,5831,27587,78197,78563,33092
68071,19733,2647,16582,76758,19356
82343,79442,62144,42804,81081,66175
68078,1426,74127,93375,86112,36494
68082,68155,41318,1091,1574,41111
76884,8090,73500,6093,20026,10874
